SetID_Clean,SetID_Klicky,Nom du Set,Annee_Debut,Annee_Fin,Image_URL,Lien_Fiche,Version
3148,3148v1-esp,Camper (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2019/01/esp-3148v1-RPS-hors-CP-1-100x65.jpg,https://www.klickypedia.com/sets/3148v1-esp-camper/,V9
3149,3149v1,Police Car (1986 > n/a),1986,,https://www.klickypedia.com/wp-content/uploads/2018/01/EE-3149v1-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/3149v1-police-car/,V1
3149,3149-esp,Police car (1986 > n/a),1986,,https://www.klickypedia.com/wp-content/uploads/2017/10/esp-3149-A-100x65.jpg,https://www.klickypedia.com/sets/3149-esp-police-car/,V2
3149,3149v2-ant,Police Car (1986 > n/a),1986,,https://www.klickypedia.com/wp-content/uploads/2017/11/auto-policia-1-100x65.jpg,https://www.klickypedia.com/sets/3149-police-car/,V3
3149,3149v3,Police car (1991 > 1997),1991,1997,https://www.klickypedia.com/wp-content/uploads/2024/10/PM3149Box-100x65.jpg,https://www.klickypedia.com/sets/3149v2v2-police-car/,V4
3149,3149v2,Police car (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/01/EE-3149v2-RPS-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/3149v2-police-car/,V5
3149,3149v1-ant,Police car (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/01/ant-3149v1-100x65.jpg,https://www.klickypedia.com/sets/3149v1-ant-police-car/,V6
3150,3150s2,Viking Longboat (2002 > 2006),2002,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3150-100x65.jpg,https://www.klickypedia.com/sets/3150s2-viking-longboat/,Version Unique
3151,3151s2,Viking Longhouse (2002 > 2004),2002,2004,https://www.klickypedia.com/wp-content/uploads/setsimages/3151-100x65.jpg,https://www.klickypedia.com/sets/3151s2-viking-longhouse/,Version Unique
3152,3152s1v1,Campers (1978 > n/a),1978,,https://www.klickypedia.com/wp-content/uploads/2017/12/3152s1v1-R-CP-100x65.jpg,https://www.klickypedia.com/sets/3152s1-camper/,V1
3152,3152s1v2,Campers (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/12/315220v2201-1-2-100x65.jpg,https://www.klickypedia.com/sets/3152s1v2-campers/,V2
3152,3152s2,Viking Raiders (2002 > 2006),2002,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3152-100x65.jpg,https://www.klickypedia.com/sets/3152s2-viking-raiders/,V3
3153,3153,Viking Warriors (2002 > 2006),2002,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3153-100x65.jpg,https://www.klickypedia.com/sets/3153-viking-warriors/,Version Unique
3154,3154,Cowboys bivouac & wagon (1977 > n/a),1977,,https://www.klickypedia.com/wp-content/uploads/2016/08/3154-1-100x65.jpg,https://www.klickypedia.com/sets/3154s1-ger-group-of-cowboys/,V1
3154,3154,Norse King and Prince (2002 > 2005),2002,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3154-100x65.jpg,https://www.klickypedia.com/sets/3154-norse-king-and-prince/,V2
3155,3155s1,Police Truck & motorbike (1977 > 1980),1977,1980,https://www.klickypedia.com/wp-content/uploads/2017/12/3155s1-R-CP-100x65.jpg,https://www.klickypedia.com/sets/3155s1-police-truck/,V1
3155,3155s2v1,Police Van & motorbike (1979 > n/a),1979,,https://www.klickypedia.com/wp-content/uploads/2023/03/3155-s2v1-A-RP-CP-321-100x65.jpg,https://www.klickypedia.com/sets/3155s2-police-van/,V2
3155,3155s3,Viking & sea serpent (2002 > 2006),2002,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3155-100x65.jpg,https://www.klickypedia.com/sets/3155s3-nessie/,V3
3155,3155s2v2,Police van & motor bike (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2023/03/3155-s2v2-A-RPS-CP321-100x65.jpg,https://www.klickypedia.com/sets/3155s2v2-police-van-motor-bike/,V4
3156,3156s2,Viking Boat (2002 > 2006),2002,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3156-100x65.jpg,https://www.klickypedia.com/sets/3156s2-viking-boat/,Version Unique
3157,3157s1v2,Ambulance with police & nurses (1978 > n/a),1978,,https://www.klickypedia.com/wp-content/uploads/2017/08/3157_28129-100x65.jpg,https://www.klickypedia.com/sets/3157s2-ambulance-with-police-and-rescue-workers/,V1
3157,3157s2,Viking Shelter (2002 > 2006),2002,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3157-100x65.jpg,https://www.klickypedia.com/sets/3157s2-viking-shelter/,V2
3157,3157s1v1,Ambulance with police & nurses (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2023/04/3157-s1v1-AF-100x65.png,https://www.klickypedia.com/sets/3157s1v1-ambulance-with-police-nurses/,V3
3158,3158s1v1,Helipcoter service + Police car (1978 > 1980),1978,1980,https://www.klickypedia.com/wp-content/uploads/2017/11/3158-RPS-100x65.jpg,https://www.klickypedia.com/sets/3158v1-helipcoter-service-police-car/,V1
3158,3158s1v3,Helicopter Service + Police car (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/11/3158s1v2-R-100x65.jpg,https://www.klickypedia.com/sets/3158v2-helicopter-service-police-car/,V2
3158,3158,Norseman with Horse (2003 > 2005),2003,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3158-100x65.jpg,https://www.klickypedia.com/sets/3158-viking-frontman/,V3
3158,3158-ita,Helicopter Service + Police car (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2023/03/ita-3158-A-RPS-hors-CP-100x65.png,https://www.klickypedia.com/sets/3158-ita-helicopter-service-police-car/,V4
3158,3158s1v2,Helicopter Service + Police car (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2023/03/3158-s1v2-A-RPS-CP317-100x65.jpg,https://www.klickypedia.com/sets/3158s1v2-helicopter-service-police-car/,V5
3159,3159s2,Police Station with Jail (2002 > 2007),2002,2007,https://www.klickypedia.com/wp-content/uploads/setsimages/3159-100x65.jpg,https://www.klickypedia.com/sets/3159s1-police-station-with-jail/,V1
3159,3159s1,Farm Equipment and Workers (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2016/08/3159-100x65.jpg,https://www.klickypedia.com/sets/3159s2-farm-equipment-and-workers/,V2
3160,3160,2 Construction Workers (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/T2eC16hHJGIE9nnWsyc4BQIQ3pntcw60_12-100x65.jpg,https://www.klickypedia.com/sets/3160s2-2-construction-workers/,V1
3160,3160s2,Intervention Team Truck (2002 > 2007),2002,2007,https://www.klickypedia.com/wp-content/uploads/setsimages/3160-100x65.jpg,https://www.klickypedia.com/sets/3160s1-intervention-team-truck/,V2
3161,3161,2 Construction Workers (1976 > 1979),1976,1979,https://www.klickypedia.com/wp-content/uploads/2017/07/s-l1600-7-100x65.jpg,https://www.klickypedia.com/sets/3161s1-2-construction-workers/,V1
3161,3161s2,Safe Crackers (2002 > 2008),2002,2008,https://www.klickypedia.com/wp-content/uploads/setsimages/3161-100x65.jpg,https://www.klickypedia.com/sets/3161s2-safe-crackers/,V2
3162,3162s2v1,Getaway Car (2002 > 2005),2002,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3162-100x65.jpg,https://www.klickypedia.com/sets/3162s2-getaway-car/,V1
3162,3162s2v2,Getaway Car (2002 > n/a),2002,,https://www.klickypedia.com/wp-content/uploads/2019/01/3162s2v2-RPS-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/3162s2v2-getaway-car/,V2
3162,3162-usa,Getaway Car (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2019/01/Screenshot_2019-01-12-Playmobil-Police-3162-Getaway-Car-Classic-Convertible-Sports-Car-NEW-RARE-337183114-100x65.png,https://www.klickypedia.com/sets/3162-usa-getaway-car/,V3
3163,3163,Nurse and patient (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/KGrHqZrYFHhBieJKsBR7qZjMQTg60_57-100x65.jpg,https://www.klickypedia.com/sets/3163-nurse-and-patient/,V1
3163,3163,Policeman / Horse (2002 > 2004),2002,2004,https://www.klickypedia.com/wp-content/uploads/setsimages/3163-100x65.jpg,https://www.klickypedia.com/sets/3163-policeman-horse/,V2
3164,3164,2 Paramedics (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2016/08/normal_3164-100x65.jpg,https://www.klickypedia.com/sets/3164s2-2-paramedics/,V1
3164,3164s2,Officer on Bicycle (2002 > 2004),2002,2004,https://www.klickypedia.com/wp-content/uploads/setsimages/3164-100x65.jpg,https://www.klickypedia.com/sets/3164s2-officer-on-bicycle/,V2
3165,3165,Travellers (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/B2yVMWkKGrHqFg8E7tHPOJBMiP1Bv9GQ_12-100x65.jpg,https://www.klickypedia.com/sets/3165-travellers/,V1
3165,3165,Police Station with Jail (2003 > 2008),2003,2008,https://www.klickypedia.com/wp-content/uploads/setsimages/3165-100x65.jpg,https://www.klickypedia.com/sets/3165-police-station-with-jail/,V2
3166,3166,Porter (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/T2eC16JzoE9s5nd0wDBQloY5jIQ60_12-100x65.jpg,https://www.klickypedia.com/sets/3166-porter/,V1
3166,3166,Intervention Team Truck (2003 > 2008),2003,2008,https://www.klickypedia.com/wp-content/uploads/setsimages/3166-100x65.jpg,https://www.klickypedia.com/sets/3166-intervention-team-truck/,V2
3167,3167,Police (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/T2eC16NHJH8E9qSEU6eBQIQ3vMP9g60_12-100x65.jpg,https://www.klickypedia.com/sets/3167-police/,V1
3167,3167,Mounted Police (2003 > 2005),2003,2005,https://www.klickypedia.com/wp-content/uploads/2021/12/3167front-100x65.jpg,https://www.klickypedia.com/sets/3167-mounted-police/,V2
3168,3168,count/countess (1977 > n/a),1977,,https://www.klickypedia.com/wp-content/uploads/2017/08/57-8-100x65.jpg,https://www.klickypedia.com/sets/3168-countcountess/,V1
3168,3168,Officer on Bicycle (2003 > 2005),2003,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3168-100x65.jpg,https://www.klickypedia.com/sets/3168-officer-on-bicycle/,V2
3169,3169,2 Nuremberg guards (1977 > n/a),1977,,https://www.klickypedia.com/wp-content/uploads/2017/08/KGrHqIOKpUE1qbttyHHBNcP87Ovlw_12-100x65.jpg,https://www.klickypedia.com/sets/3169-2-nuremberg-guards/,V1
3169,3169,Travel Bus (2003 > 2006),2003,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3169-100x65.jpg,https://www.klickypedia.com/sets/3169-tour-bus/,V2
3170,3170s1,Farmers (1977 > n/a),1977,,https://www.klickypedia.com/wp-content/uploads/2017/08/Capture-100x65.png,https://www.klickypedia.com/sets/3170s1-farmers/,V1
3170,3170s1v1-usa,Schoolbus (1986 > n/a),1986,,https://www.klickypedia.com/wp-content/uploads/2017/10/usa-3170s1-RP-100x65.jpg,https://www.klickypedia.com/sets/3170s1-usa-schoolbus/,V2
3170,3170s1v2-usa,School bus (1987 > n/a),1987,,https://www.klickypedia.com/wp-content/uploads/2023/04/usa-3170-s1v2-A-RPS-hors-CP-100x65.png,https://www.klickypedia.com/sets/3170s1v2-usa-school-bus/,V3
3170,3170s1v3-usa,Schoolbus (1991 > n/a),1991,,https://www.klickypedia.com/wp-content/uploads/2019/01/usa-3170s1v2-100x65.jpg,https://www.klickypedia.com/sets/3170s1v2-usa-schoolbus/,V4
3170,3170s2-usa,Race Car Set (2001 > n/a),2001,,https://www.klickypedia.com/wp-content/uploads/2014/12/3170a-100x65.jpg,https://www.klickypedia.com/sets/3170s2-usa-race-car-set/,V5
3170,3170s2,Dinosaur discovery (2004 > 2006),2004,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3170-100x65.jpg,https://www.klickypedia.com/sets/3170s2-dinosaur-discovery/,V6
3171,3171s2,Bus Stop (2003 > 2005),2003,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3171-100x65.jpg,https://www.klickypedia.com/sets/3171s2-bus-stop/,Version Unique
3172,3172,Security Check-in (2003 > 2005),2003,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3172-100x65.jpg,https://www.klickypedia.com/sets/3172s1-security-check-in/,Version Unique
3173,3173,Robin Hood and Maid Marian (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/normal_3173-100x65.jpg,https://www.klickypedia.com/sets/3173-countess-green-archer/,V1
3173,3173,Fuel Tanker (2003 > 2005),2003,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3173-100x65.jpg,https://www.klickypedia.com/sets/3173-gas-tanker/,V2
3174,3174,Rider and Gentleman (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/3174-28229-100x65.jpg,https://www.klickypedia.com/sets/3174s1-rider-and-gentleman/,V1
3174,3174v1,red pirateship (2003 > 2004),2003,2004,https://www.klickypedia.com/wp-content/uploads/2015/03/3174-03-p-100x65.jpg,https://www.klickypedia.com/sets/3174v1-red-pirateship/,V2
3174,3174v2,red pirateship (2007 > 2007),2007,2007,https://www.klickypedia.com/wp-content/uploads/2015/03/3174ds-2007-k-100x65.jpg,https://www.klickypedia.com/sets/3174v2-red-pirateship/,V3
3175,3175s1v1,Stagecoach Ambush (1978 > 1980),1978,1980,https://www.klickypedia.com/wp-content/uploads/2017/11/3175s1v1-RP-100x65.jpg,https://www.klickypedia.com/sets/3175s1-ger-stagecoach-ambush/,V1
3175,3175s2v1,Firemen / Fire station (2002 > 2004),2002,2004,https://www.klickypedia.com/wp-content/uploads/setsimages/3175-100x65.jpg,https://www.klickypedia.com/sets/3175v2-headquarters/,V2
3175,3175s2v2,Firemen / Fire Station (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2022/05/3175-100x65.jpg,https://www.klickypedia.com/sets/3175v3-fire-house/,V3
3176,3176s1,Nuremburg Guards + covered wagon (1978 > n/a),1978,,https://www.klickypedia.com/wp-content/uploads/2017/12/3176s1-R-CP-100x65.jpg,https://www.klickypedia.com/sets/3176-nuremburg-guards-covered-wagon/,V1
3176,3176,Fire Command Center (2002 > 2004),2002,2004,https://www.klickypedia.com/wp-content/uploads/setsimages/3176-100x65.jpg,https://www.klickypedia.com/sets/3176-fire-command-center/,V2
3177,3177,Sheriff + Mexican bandit (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/s-l1600-9-100x65.jpg,https://www.klickypedia.com/sets/3177-sheriff-mexican-bandit/,V1
3177,3177,Fire Chief Unit (2002 > 2008),2002,2008,https://www.klickypedia.com/wp-content/uploads/setsimages/3177-100x65.jpg,https://www.klickypedia.com/sets/3177-fire-chief-unit/,V2
3178,3178,Western Couple (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/e242_12-100x65.jpg,https://www.klickypedia.com/sets/3178s1-western-couple/,V1
3178,3178s2,Fire Support Vehicle (2002 > 2006),2002,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3178-100x65.jpg,https://www.klickypedia.com/sets/3178s1-fire-support-vehicle/,V2
3179,3179s2,Fire Fighting Equipment (2002 > 2005),2002,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3179-100x65.jpg,https://www.klickypedia.com/sets/3179s1-fire-fighting-equipment/,Version Unique
3180,3180,US general + US soldier (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/geobra-playmobil-3180-s-cavalry-set_1_e6a5bd099849cf08a11691819285f35f-100x65.jpg,https://www.klickypedia.com/sets/3180-us-general-us-soldier/,V1
3180,3180,Hazmat Crew (2002 > 2005),2002,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3180-100x65.jpg,https://www.klickypedia.com/sets/3180-hazmat-crew/,V2
3181,3181s2,Fire Leading Car (2002 > 2008),2002,2008,https://www.klickypedia.com/wp-content/uploads/setsimages/3181-100x65.jpg,https://www.klickypedia.com/sets/3181-fire-leading-car/,V1
3181,3181,Sheriff'S Office And Bandits (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2016/08/3181-1-100x65.jpg,https://www.klickypedia.com/sets/3181s1-ger-sheriffs-office-and-bandits/,V2
3182,3182s2,Firemen / Ladder Truck (2002 > 2009),2002,2009,https://www.klickypedia.com/wp-content/uploads/setsimages/3182-100x65.jpg,https://www.klickypedia.com/sets/3182-ladder-truck/,V1
3182,3182s1,Western Blacksmith's (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2016/08/3182-1-100x65.jpg,https://www.klickypedia.com/sets/3182s1-ger-western-blacksmiths/,V2
3183,3183,Bakery + market stand (1978 > n/a),1978,,https://www.klickypedia.com/wp-content/uploads/2017/08/DSC_2644-100x65.jpg,https://www.klickypedia.com/sets/3183-backery-market-stand/,V1
3183,3183,Catamaran (2002 > 2004),2002,2004,https://www.klickypedia.com/wp-content/uploads/setsimages/3183-100x65.jpg,https://www.klickypedia.com/sets/3183-catamaran/,V2
3184,3184,Castle (1978 > n/a),1978,,https://www.klickypedia.com/wp-content/uploads/2017/08/3465a2ce1e72b129f2a49990b80d1351e-100x65.jpg,https://www.klickypedia.com/sets/3184-castle/,V1
3184,3184,Skeleton Excavation Site (2004 > 2006),2004,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3184-100x65.jpg,https://www.klickypedia.com/sets/3184-skeleton-excavation-site/,V2
3185,3185,travellers (1975 > n/a),1975,,https://www.klickypedia.com/wp-content/uploads/2017/08/012-9-100x65.jpg,https://www.klickypedia.com/sets/3185-travellers/,V1
3185,3185,"Line plane "" Aero Line"" (2001 > 2006)",2001,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3185-100x65.jpg,https://www.klickypedia.com/sets/3185-jet/,V2
3186,3186v2,Gate With Tower (2001 > 2004),2001,2004,https://www.klickypedia.com/wp-content/uploads/setsimages/3186-100x65.jpg,https://www.klickypedia.com/sets/3186v2-gate-with-tower/,V1
3186,3186v1,Gate with tower/ NY skyline Twin towers (2001 > 2001),2001,2001,https://www.klickypedia.com/wp-content/uploads/2017/08/s-l1600-3-100x65.jpg,https://www.klickypedia.com/sets/3186v1-gate-with-tower-ny-skyline/,V2
3187,3187s1v1,Winter Ski Trip (1979 > n/a),1979,,https://www.klickypedia.com/wp-content/uploads/2018/01/3187s1v1-RP-CP-100x65.jpg,https://www.klickypedia.com/sets/3187s1-winter-ski-trip/,V1
3187,3187s2,Airline Lufthansa (2002 > n/a),2002,,https://www.klickypedia.com/wp-content/uploads/2014/11/3187-100x65.jpg,https://www.klickypedia.com/sets/3187s2-airline-lufthansa/,V2
3187,3187s1v2,Winter Ski Trip (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/10/3187s1v2-RPS-100x65.jpg,https://www.klickypedia.com/sets/3187s1v2-winter-ski-trip/,V3
3188,3188s1v1,Television International van (1979 > n/a),1979,,https://www.klickypedia.com/wp-content/uploads/2016/08/normal_3188-100x65.jpg,https://www.klickypedia.com/sets/3188s1-tv-crew-and-van/,V1
3188,3188s2,Child With Sailboat (2002 > 2004),2002,2004,https://www.klickypedia.com/wp-content/uploads/setsimages/3188-100x65.jpg,https://www.klickypedia.com/sets/3188-child-with-sailboat/,V2
3189,3189,Safari Set (1981 > n/a),1981,,https://www.klickypedia.com/wp-content/uploads/setsimages/3189-100x65.jpg,https://www.klickypedia.com/sets/3189-safari-set/,V1
3189,3189-fam,Set Safari (1982 > 1983),1982,1983,https://www.klickypedia.com/wp-content/uploads/2014/10/Famobil-3189--100x65.jpg,https://www.klickypedia.com/sets/3189-fam-set-safari/,V2
3190,3190s1,Saloon (1977 > 1977),1977,1977,https://www.klickypedia.com/wp-content/uploads/2018/11/3190s2-RP-CP316-100x65.jpg,https://www.klickypedia.com/sets/3190-saloon/,V1
3190,3190s2,Police Patrol Boat (2002 > 2003),2002,2003,https://www.klickypedia.com/wp-content/uploads/setsimages/3190-100x65.jpg,https://www.klickypedia.com/sets/3190-police-patrol-boat/,V2
3191,3191,Fort reno (1977 > n/a),1977,,https://www.klickypedia.com/wp-content/uploads/2017/08/3191-100x65.png,https://www.klickypedia.com/sets/3191-fort-reno/,V1
3191,3191,Dino Transporter (2004 > 2006),2004,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3191-100x65.jpg,https://www.klickypedia.com/sets/3191-dinosaur-transport/,V2
3191,3191-usa,Dino transporter (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/10/3191-us-100x65.jpg,https://www.klickypedia.com/sets/3191-usa-dino-transporter/,V3
3192,3192,Hovercraft (2004 > 2006),2004,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3192-100x65.jpg,https://www.klickypedia.com/sets/3192-hovercraft/,Version Unique
3193,3193v2,Farm (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/08/3c7d9a1e91d40c0ebb09ecadb816d33f4-100x65.jpg,https://www.klickypedia.com/sets/3193v2-farm/,V1
3193,3193,Dinosaur-Egg (2004 > 2006),2004,2006,https://www.klickypedia.com/wp-content/uploads/setsimages/3193-100x65.jpg,https://www.klickypedia.com/sets/3193-dinosaur-egg/,V2
3194,3194-fam,Circus (1981 > 1983),1981,1983,https://www.klickypedia.com/wp-content/uploads/2017/12/fam-3194-RP-CP-100x65.jpg,https://www.klickypedia.com/sets/3194-fam-circus/,V1
3194,3194,Polar researcher with sled (2004 > 2005),2004,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3194-100x65.jpg,https://www.klickypedia.com/sets/3194-polar-researcher-with-sled/,V2
3195,3195,Merry-Go-Round (1986 > 1993),1986,1993,https://www.klickypedia.com/wp-content/uploads/setsimages/3195-100x65.jpg,https://www.klickypedia.com/sets/3195-merry-go-round/,Version Unique
3196,3196,Sanitation Man With Broom (2000 > 2003),2000,2003,https://www.klickypedia.com/wp-content/uploads/setsimages/3196-100x65.jpg,https://www.klickypedia.com/sets/3196-sanitation-man-with-broom/,Version Unique
3197,3197,Airport Service Vehicle (2001 > 2005),2001,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3197-100x65.jpg,https://www.klickypedia.com/sets/3197-airport-service-vehicle/,Version Unique
3198,3198,Blue Jeep & speedboat (1986 > n/a),1986,,https://www.klickypedia.com/wp-content/uploads/setsimages/3198-100x65.jpg,https://www.klickypedia.com/sets/3198-blue-jeep-with-speedboat/,Version Unique
3199,3199v2,Taxi (2001 > 2005),2001,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3199-100x65.jpg,https://www.klickypedia.com/sets/3199v2-taxi/,V1
3199,3199v1,Taxi /  NY skyline (2001 > 2001),2001,2001,https://www.klickypedia.com/wp-content/uploads/2017/12/3199v1-R-CP-100x65.jpg,https://www.klickypedia.com/sets/3199v1-taxi-ny-skyline/,V2
3200,3200s1v1,Construction Box (1974 > 1975),1974,1975,https://www.klickypedia.com/wp-content/uploads/2017/07/3200-100x65.jpg,https://www.klickypedia.com/sets/3200s2-construction-site/,V1
3200,3200s1v2,Construction Box (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2017/07/s-l1600-1-5-100x65.jpg,https://www.klickypedia.com/sets/3200s2-construction-site-2/,V2
3200,3200s2,Supermarket (2002 > 2005),2002,2005,https://www.klickypedia.com/wp-content/uploads/setsimages/3200-100x65.jpg,https://www.klickypedia.com/sets/3200s2-supermarket/,V3
3200,3200-can,Construction box (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2020/12/3200-irw-b-100x65.jpg,https://www.klickypedia.com/sets/3200-can-construction-box/,V4
3201,3201s1v2,Construction Set (1974 > 1980),1974,1980,https://www.klickypedia.com/wp-content/uploads/2017/11/3201_v2_1-100x65.jpg,https://www.klickypedia.com/sets/3201-s2v2-construction-set/,V1
3201,3201-can,Construction set (1974 > 1976),1974,1976,https://www.klickypedia.com/wp-content/uploads/2018/05/s-l1600-5-100x65.jpg,https://www.klickypedia.com/sets/3201-construction-set/,V2
3201,3201s1v1,Construction Set (1975 > 1976),1975,1976,https://www.klickypedia.com/wp-content/uploads/setsimages/3201-100x65.jpg,https://www.klickypedia.com/sets/3201s1-construction-set/,V3
3201,3201v1-fam,CONSTRUCTION (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2016/08/normal_3201-0-100x65.jpg,https://www.klickypedia.com/sets/3201-fam-5-obreros/,V4
3201,3201s2,Grocery Check-out (2002 > 2005),2002,2005,https://www.klickypedia.com/wp-content/uploads/2014/08/principal17-100x65.jpg,https://www.klickypedia.com/sets/3201s2-grocery-check-out/,V5
3201,3201v2-fam,CONSTRUCTION (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2020/12/fam-3201-v2-b-100x65.png,https://www.klickypedia.com/sets/3201v2-fam-construction/,V6
3202,3202-can,Construction accessories (1974 > n/a),1974,,https://www.klickypedia.com/wp-content/uploads/2020/12/Irw-3202-a-100x65.jpg,https://www.klickypedia.com/sets/3202-can-construction-accessories/,V1
3202,3202s1v1,Construction accessories (1974 > n/a),1974,,https://www.klickypedia.com/wp-content/uploads/2020/12/3202-s1v1-c-100x65.jpg,https://www.klickypedia.com/sets/3202s1v1-construction-accessories/,V2
3202,3202s1v4,Construction accessories (1976 > 1980),1976,1980,https://www.klickypedia.com/wp-content/uploads/2017/12/3202s1v2-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/3202s1v2-construction-accessories/,V3
3202,3202s2,Deli & Produce Department (2002 > 2005),2002,2005,https://www.klickypedia.com/wp-content/uploads/2014/08/Captura-de-pantalla-2014-08-20-a-las-02.06.33-1-100x65.jpg,https://www.klickypedia.com/sets/3202s2-deli-produce-department/,V4
3202,3202s1v3,Construction Accessories (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/setsimages/3202-100x65.jpg,https://www.klickypedia.com/sets/3202s1-construction-accessories/,V5
3202,3202s1v2,Construction accessories (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2020/12/3202-s1v2-b-100x65.jpg,https://www.klickypedia.com/sets/3202s1v2-construction-accessories-2/,V6
3202,3202v1-fam,Construction accessories (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/12/fam-3202v1-RP-CP-100x65.jpg,https://www.klickypedia.com/sets/3202-fam-complementos-obras/,V7
3202,3202v2-fam,Construction accessories (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/12/fam-3202v2-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/3202-fam-construction-accessories/,V8
3203,3203s1v1,Builders Lorry (1975 > 1976),1975,1976,https://www.klickypedia.com/wp-content/uploads/2018/03/3203s1v1-RP-CP-100x65.jpg,https://www.klickypedia.com/sets/3203s1-construction-truck/,V1
3203,3203s1v2,Builders Lorry (1976 > 1982),1976,1982,https://www.klickypedia.com/wp-content/uploads/2017/11/3203s1v2-RPS-100x65.jpg,https://www.klickypedia.com/sets/3203s1v2-construction-truck/,V2
3203,3203v2-fam,Construction truck (1976 > n/a),1976,,https://www.klickypedia.com/wp-content/uploads/2018/03/fam-3203-RP-CP-100x65.jpg,https://www.klickypedia.com/sets/3203-fam-camion-obras/,V3
3203,3203s2,Bike Stand And Shopper (2002 > 2005),2002,2005,https://www.klickypedia.com/wp-content/uploads/2014/08/principal18-100x65.jpg,https://www.klickypedia.com/sets/3203s2-bike-stand-and-shopper/,V4
3203,3203-lyr,Construction truck (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/02/lyr-3203-RPS-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/3203-lyr-construction-truck/,V5
